Timestamp,Total_CPU_Count
2024-09-16 23:56:14,17
2024-09-16 23:56:46,14
2024-09-16 23:57:19,15
2024-09-16 23:57:51,13
2024-09-16 23:58:23,15
2024-09-16 23:58:56,15
2024-09-16 23:59:28,13
2024-09-17 00:00:00,14
2024-09-17 00:00:33,13
2024-09-17 00:01:05,13
2024-09-17 00:01:37,11
2024-09-17 00:02:10,14
2024-09-17 00:02:42,15
2024-09-17 00:03:14,15
2024-09-17 00:03:47,15
2024-09-17 00:04:19,14
2024-09-17 00:04:51,11
2024-09-17 00:05:24,13
2024-09-17 00:05:56,13
2024-09-17 00:06:59,14
2024-09-17 00:07:32,19
2024-09-17 00:08:04,15
2024-09-17 00:08:36,15
2024-09-17 00:09:09,14
2024-09-17 00:09:41,14
2024-09-17 00:10:14,16
2024-09-17 00:10:46,14
2024-09-17 00:11:18,17
2024-09-17 00:11:51,13
2024-09-17 00:12:23,15
2024-09-17 00:12:55,12
2024-09-17 00:13:28,12
2024-09-17 00:14:00,17
2024-09-17 00:14:32,13
2024-09-17 00:15:05,11
2024-09-17 00:15:37,24
2024-09-17 00:16:09,14
2024-09-17 00:16:42,13
2024-09-17 00:17:45,16
2024-09-17 00:18:18,14
2024-09-17 00:19:21,15
2024-09-17 00:20:24,16
2024-09-17 00:20:56,15
2024-09-17 00:21:29,12
2024-09-17 00:22:01,15
2024-09-17 00:22:34,13
2024-09-17 00:23:06,12
2024-09-17 00:23:38,14
2024-09-17 00:24:11,13
2024-09-17 00:25:14,12
2024-09-17 00:25:46,16
2024-09-17 00:26:50,14
2024-09-17 00:27:22,10
2024-09-17 00:27:54,19
2024-09-17 00:28:27,10
2024-09-17 00:28:59,14
2024-09-17 00:29:32,14
2024-09-17 00:30:04,13
2024-09-17 00:30:36,12
2024-09-17 00:31:09,13
2024-09-17 00:31:41,13
2024-09-17 00:32:13,14
2024-09-17 00:32:46,18
2024-09-17 00:33:18,13
2024-09-17 00:33:51,15
2024-09-17 00:34:23,14
2024-09-17 00:34:55,17
2024-09-17 00:35:28,13
2024-09-17 00:36:00,16
2024-09-17 00:36:32,14
2024-09-17 00:37:05,17
2024-09-17 00:37:37,13
2024-09-17 00:38:10,13
2024-09-17 00:38:42,16
2024-09-17 00:39:14,13
2024-09-17 00:39:47,11
2024-09-17 00:40:19,13
2024-09-17 00:40:52,11
2024-09-17 00:41:24,15
2024-09-17 00:41:56,10
2024-09-17 00:42:29,13
2024-09-17 00:43:01,14
2024-09-17 00:43:33,16
2024-09-17 00:44:06,23
2024-09-17 00:44:38,16
2024-09-17 00:45:11,15
2024-09-17 00:45:43,16
2024-09-17 00:46:15,17
2024-09-17 00:46:48,14
2024-09-17 00:47:20,13
2024-09-17 00:47:52,13
2024-09-17 00:48:56,15
2024-09-17 00:49:28,16
2024-09-17 00:50:00,15
2024-09-17 00:50:33,13
2024-09-17 00:51:05,14
2024-09-17 00:51:38,20
2024-09-17 00:52:10,20
2024-09-17 00:52:42,14
2024-09-17 00:53:45,16
2024-09-17 00:54:17,13
2024-09-17 00:54:50,12
2024-09-17 00:55:52,14
2024-09-17 00:56:25,19
2024-09-17 00:56:57,12
2024-09-17 00:57:29,21
2024-09-17 00:58:02,13
2024-09-17 00:58:34,13
2024-09-17 00:59:06,12
2024-09-17 00:59:39,12
2024-09-17 01:00:11,13
2024-09-17 01:00:44,14
2024-09-17 01:01:16,13
2024-09-17 01:01:48,16
2024-09-17 01:02:21,14
2024-09-17 01:02:53,14
2024-09-17 01:03:25,17
2024-09-17 01:03:58,14
2024-09-17 01:04:30,19
2024-09-17 01:05:03,13
2024-09-17 01:05:35,16
2024-09-17 01:06:07,17
2024-09-17 01:06:40,21
2024-09-17 01:07:12,11
2024-09-17 01:07:45,13
2024-09-17 01:08:17,14
2024-09-17 01:08:49,14
2024-09-17 01:09:22,14
2024-09-17 01:09:54,10
2024-09-17 01:10:27,12
2024-09-17 01:10:59,15
2024-09-17 01:11:31,15
2024-09-17 01:12:04,15
2024-09-17 01:12:36,10
2024-09-17 01:13:08,14
2024-09-17 01:13:41,12
2024-09-17 01:14:13,19
2024-09-17 01:14:45,15
2024-09-17 01:15:18,15
2024-09-17 01:15:50,14
2024-09-17 01:16:23,14
2024-09-17 01:17:26,18
2024-09-17 01:17:58,15
2024-09-17 01:19:02,14
2024-09-17 01:19:34,16
2024-09-17 01:20:07,15
2024-09-17 01:20:39,13
2024-09-17 01:21:11,18
2024-09-17 01:21:44,14
2024-09-17 01:22:16,13
2024-09-17 01:23:19,15
2024-09-17 01:23:52,14
2024-09-17 01:24:24,14
2024-09-17 01:25:58,18
2024-09-17 01:26:31,12
2024-09-17 01:27:03,14
2024-09-17 01:27:35,16
2024-09-17 01:28:08,14
2024-09-17 01:28:40,13
2024-09-17 01:29:13,15
2024-09-17 01:29:45,15
