time,epdu_total_power,real_power,api_time
2024-10-13 04:09:55,328.0,0,T00:00:00+10:00
2024-10-13 04:10:00,330.0,0,T00:00:00+10:00
2024-10-13 04:10:05,330.0,0,T00:00:00+10:00
2024-10-13 04:10:10,429.0,0,T00:00:00+10:00
2024-10-13 04:10:16,483.0,0,T00:00:00+10:00
2024-10-13 04:10:21,499.0,0,T00:00:00+10:00
2024-10-13 04:10:27,499.0,0,T00:00:00+10:00
2024-10-13 04:10:32,500.0,0,T00:00:00+10:00
2024-10-13 04:10:38,497.0,0,T00:00:00+10:00
2024-10-13 04:10:43,500.0,0,T00:00:00+10:00
2024-10-13 04:10:48,503.0,0,T00:00:00+10:00
2024-10-13 04:10:53,509.0,0,T00:00:00+10:00
2024-10-13 04:10:59,509.0,0,T00:00:00+10:00
2024-10-13 04:11:04,506.0,0,T00:00:00+10:00
2024-10-13 04:11:10,512.0,0,T00:05:00+10:00
2024-10-13 04:11:15,495.0,0,T00:05:00+10:00
2024-10-13 04:11:20,482.0,0,T00:05:00+10:00
2024-10-13 04:11:26,491.0,0,T00:05:00+10:00
2024-10-13 04:11:31,489.0,0,T00:05:00+10:00
2024-10-13 04:11:36,489.0,0,T00:05:00+10:00
2024-10-13 04:11:41,498.0,0,T00:05:00+10:00
2024-10-13 04:11:47,507.0,0,T00:05:00+10:00
2024-10-13 04:11:52,510.0,0,T00:05:00+10:00
2024-10-13 04:11:57,516.0,0,T00:05:00+10:00
2024-10-13 04:12:02,516.0,0,T00:05:00+10:00
2024-10-13 04:12:08,518.0,0,T00:05:00+10:00
2024-10-13 04:12:13,517.0,0,T00:05:00+10:00
2024-10-13 04:12:19,519.0,0,T00:05:00+10:00
2024-10-13 04:12:24,506.0,0,T00:10:00+10:00
2024-10-13 04:12:29,511.0,0,T00:10:00+10:00
2024-10-13 04:12:35,502.0,0,T00:10:00+10:00
2024-10-13 04:12:40,502.0,0,T00:10:00+10:00
2024-10-13 04:12:45,485.0,0,T00:10:00+10:00
2024-10-13 04:12:51,494.0,0,T00:10:00+10:00
2024-10-13 04:12:56,494.0,0,T00:10:00+10:00
2024-10-13 04:13:01,498.0,0,T00:10:00+10:00
2024-10-13 04:13:07,503.0,0,T00:10:00+10:00
2024-10-13 04:13:12,495.0,0,T00:10:00+10:00
2024-10-13 04:13:17,497.0,0,T00:10:00+10:00
2024-10-13 04:13:23,497.0,0,T00:10:00+10:00
2024-10-13 04:13:28,494.0,0,T00:10:00+10:00
2024-10-13 04:13:33,493.0,0,T00:10:00+10:00
2024-10-13 04:13:39,499.0,0,T00:15:00+10:00
2024-10-13 04:13:44,501.0,0,T00:15:00+10:00
2024-10-13 04:13:49,508.0,0,T00:15:00+10:00
2024-10-13 04:13:55,506.0,0,T00:15:00+10:00
2024-10-13 04:14:00,505.0,0,T00:15:00+10:00
2024-10-13 04:14:05,507.0,0,T00:15:00+10:00
2024-10-13 04:14:11,509.0,0,T00:15:00+10:00
2024-10-13 04:14:16,519.0,0,T00:15:00+10:00
2024-10-13 04:14:21,526.0,0,T00:15:00+10:00
2024-10-13 04:14:27,526.0,0,T00:15:00+10:00
2024-10-13 04:14:32,526.0,0,T00:15:00+10:00
2024-10-13 04:14:38,525.0,0,T00:15:00+10:00
2024-10-13 04:14:43,508.0,0,T00:15:00+10:00
2024-10-13 04:14:48,519.0,0,T00:15:00+10:00
2024-10-13 04:14:54,516.0,0,T00:20:00+10:00
2024-10-13 04:14:59,517.0,0,T00:20:00+10:00
2024-10-13 04:15:04,522.0,0,T00:20:00+10:00
2024-10-13 04:15:10,518.0,0,T00:20:00+10:00
2024-10-13 04:15:15,545.0,0,T00:20:00+10:00
2024-10-13 04:15:20,537.0,0,T00:20:00+10:00
2024-10-13 04:15:26,542.0,0,T00:20:00+10:00
2024-10-13 04:15:31,541.0,0,T00:20:00+10:00
2024-10-13 04:15:36,545.0,0,T00:20:00+10:00
2024-10-13 04:15:42,509.0,0,T00:20:00+10:00
2024-10-13 04:15:47,501.0,0,T00:20:00+10:00
2024-10-13 04:15:52,499.0,0,T00:20:00+10:00
2024-10-13 04:15:58,498.0,0,T00:20:00+10:00
2024-10-13 04:16:03,498.0,0,T00:20:00+10:00
2024-10-13 04:16:08,497.0,0,T00:25:00+10:00
2024-10-13 04:16:14,496.0,0,T00:25:00+10:00
2024-10-13 04:16:19,491.0,0,T00:25:00+10:00
2024-10-13 04:16:25,505.0,0,T00:25:00+10:00
2024-10-13 04:16:30,504.0,0,T00:25:00+10:00
2024-10-13 04:16:35,506.0,0,T00:25:00+10:00
