time,epdu_total_power,real_power,api_time,greenpower
2024/9/12 20:13,488,0,T07:00:00+10:00,0
2024/9/12 20:13,478,0,T07:00:00+10:00,0
2024/9/12 20:13,507,0,T07:00:00+10:00,0
2024/9/12 20:13,512,0,T07:00:00+10:00,0
2024/9/12 20:13,508,0,T07:00:00+10:00,0
2024/9/12 20:13,519,0,T07:00:00+10:00,0
2024/9/12 20:13,530,0,T07:00:00+10:00,0
2024/9/12 20:13,530,0,T07:00:00+10:00,0
2024/9/12 20:13,516,0,T07:00:00+10:00,0
2024/9/12 20:13,521,0,T07:00:00+10:00,0
2024/9/12 20:14,515,0,T07:00:00+10:00,0
2024/9/12 20:14,511,0,T07:00:00+10:00,0
2024/9/12 20:14,513,0,T07:00:00+10:00,0
2024/9/12 20:14,495,0,T07:00:00+10:00,0
2024/9/12 20:14,506,0,T07:05:00+10:00,0
2024/9/12 20:14,507,0,T07:05:00+10:00,0
2024/9/12 20:14,504,0,T07:05:00+10:00,0
2024/9/12 20:14,500,0,T07:05:00+10:00,0
2024/9/12 20:14,513,0,T07:05:00+10:00,0
2024/9/12 20:14,499,0,T07:05:00+10:00,0
2024/9/12 20:14,498,0,T07:05:00+10:00,0
2024/9/12 20:14,496,0,T07:05:00+10:00,0
2024/9/12 20:15,503,0,T07:05:00+10:00,0
2024/9/12 20:15,506,0,T07:05:00+10:00,0
2024/9/12 20:15,510,0,T07:05:00+10:00,0
2024/9/12 20:15,519,0,T07:05:00+10:00,0
2024/9/12 20:15,521,0,T07:05:00+10:00,0
2024/9/12 20:15,520,0,T07:05:00+10:00,0
2024/9/12 20:15,515,0,T07:10:00+10:00,0
2024/9/12 20:15,512,0,T07:10:00+10:00,0
2024/9/12 20:15,523,0,T07:10:00+10:00,0
2024/9/12 20:15,504,0,T07:10:00+10:00,0
2024/9/12 20:15,503,0,T07:10:00+10:00,0
2024/9/12 20:16,507,0,T07:10:00+10:00,0
2024/9/12 20:16,517,0,T07:10:00+10:00,0
2024/9/12 20:16,515,0,T07:10:00+10:00,0
2024/9/12 20:16,522,0,T07:10:00+10:00,0
2024/9/12 20:16,520,0,T07:10:00+10:00,0
2024/9/12 20:16,519,0,T07:10:00+10:00,0
2024/9/12 20:16,523,0,T07:10:00+10:00,0
2024/9/12 20:16,519,0,T07:10:00+10:00,0
2024/9/12 20:16,494,0,T07:10:00+10:00,0
2024/9/12 20:16,490,0,T07:15:00+10:00,0
2024/9/12 20:16,477,0,T07:15:00+10:00,0
2024/9/12 20:17,477,0,T07:15:00+10:00,0
2024/9/12 20:17,472,0,T07:15:00+10:00,0
2024/9/12 20:17,479,0,T07:15:00+10:00,0
2024/9/12 20:17,495,0,T07:15:00+10:00,0
2024/9/12 20:17,514,0,T07:15:00+10:00,0
2024/9/12 20:17,500,0,T07:15:00+10:00,0
2024/9/12 20:17,510,0,T07:15:00+10:00,0
2024/9/12 20:17,506,0,T07:15:00+10:00,0
2024/9/12 20:17,513,0,T07:15:00+10:00,0
2024/9/12 20:17,501,0,T07:15:00+10:00,0
2024/9/12 20:17,512,0,T07:15:00+10:00,0
2024/9/12 20:18,491,0,T07:15:00+10:00,0
2024/9/12 20:18,494,0,T07:20:00+10:00,0
2024/9/12 20:18,501,0,T07:20:00+10:00,0
2024/9/12 20:18,513,0,T07:20:00+10:00,0
2024/9/12 20:18,474,0,T07:20:00+10:00,0
2024/9/12 20:18,491,0,T07:20:00+10:00,0
2024/9/12 20:18,475,0,T07:20:00+10:00,0
2024/9/12 20:18,472,0,T07:20:00+10:00,0
2024/9/12 20:18,471,0,T07:20:00+10:00,0
2024/9/12 20:18,513,0,T07:20:00+10:00,0
2024/9/12 20:18,515,0,T07:20:00+10:00,0
2024/9/12 20:18,523,0,T07:20:00+10:00,0
2024/9/12 20:19,518,0,T07:20:00+10:00,0
2024/9/12 20:19,518,0,T07:20:00+10:00,0
2024/9/12 20:19,518,0,T07:20:00+10:00,0
2024/9/12 20:19,526,0,T07:20:00+10:00,0
2024/9/12 20:19,521,0,T07:25:00+10:00,0
2024/9/12 20:19,535,0,T07:25:00+10:00,0
2024/9/12 20:19,526,0,T07:25:00+10:00,0
2024/9/12 20:19,528,0,T07:25:00+10:00,0
2024/9/12 20:19,523,0,T07:25:00+10:00,0
2024/9/12 20:19,516,0,T07:25:00+10:00,0
2024/9/12 20:19,522,0,T07:25:00+10:00,0
2024/9/12 20:20,529,0,T07:25:00+10:00,0
2024/9/12 20:20,518,0,T07:25:00+10:00,0
2024/9/12 20:20,517,0,T07:25:00+10:00,0
2024/9/12 20:20,512,0,T07:25:00+10:00,0
2024/9/12 20:20,516,0,T07:25:00+10:00,0
2024/9/12 20:20,501,0,T07:25:00+10:00,0
2024/9/12 20:20,509,0,T07:25:00+10:00,0
2024/9/12 20:20,516,0,T07:30:00+10:00,0
2024/9/12 20:20,514,0,T07:30:00+10:00,0
2024/9/12 20:20,534,0,T07:30:00+10:00,0
2024/9/12 20:20,528,0,T07:30:00+10:00,0
2024/9/12 20:21,531,0,T07:30:00+10:00,0
2024/9/12 20:21,537,0,T07:30:00+10:00,0
2024/9/12 20:21,523,0,T07:30:00+10:00,0
2024/9/12 20:21,529,0,T07:30:00+10:00,0
2024/9/12 20:21,509,0,T07:30:00+10:00,0
2024/9/12 20:21,512,0,T07:30:00+10:00,0
2024/9/12 20:21,508,0,T07:30:00+10:00,0
2024/9/12 20:21,504,0,T07:30:00+10:00,0
2024/9/12 20:21,511,0,T07:30:00+10:00,0
2024/9/12 20:21,483,0,T07:30:00+10:00,0
2024/9/12 20:21,479,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:21,489,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,478,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,489,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,483,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,487,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,484,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,489,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,512,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,501,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,509,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,521,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:22,517,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:23,518,9.2219024,T07:35:00+10:00,9.2219024
2024/9/12 20:23,533,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,522,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,524,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,525,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,525,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,520,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,531,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,520,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,501,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:23,499,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:24,496,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:24,502,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:24,514,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:24,497,27.6657056,T07:40:00+10:00,27.6657056
2024/9/12 20:24,493,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:24,491,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:24,488,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:24,496,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:24,504,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:24,536,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:24,535,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:24,535,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:25,538,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:25,537,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:25,546,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:25,524,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:25,530,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:25,529,41.4985584,T07:45:00+10:00,41.4985584
2024/9/12 20:25,529,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:25,527,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:25,514,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:25,511,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:25,510,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,506,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,503,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,500,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,477,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,473,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,474,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,486,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,478,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,487,46.1095104,T07:50:00+10:00,46.1095104
2024/9/12 20:26,527,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:26,528,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,528,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,525,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,517,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,498,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,496,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,497,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,499,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,509,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,508,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,516,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:27,517,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:28,528,69.1642656,T07:55:00+10:00,69.1642656
2024/9/12 20:28,507,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,511,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,506,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,505,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,512,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,520,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,515,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,508,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,502,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,512,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:28,508,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:29,519,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:29,519,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:29,515,96.8299712,T08:00:00+10:00,96.8299712
2024/9/12 20:29,512,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:29,518,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:29,520,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:29,526,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:29,510,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:29,507,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:29,506,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:29,498,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:30,499,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:30,518,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:30,519,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:30,527,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:30,529,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:30,531,119.8847264,T08:05:00+10:00,119.8847264
2024/9/12 20:30,533,119.8847264,T08:05:00+10:00,142.9394816
2024/9/12 20:30,534,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:30,544,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:30,540,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:30,540,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,540,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,538,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,542,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,540,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,486,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,486,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,487,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,490,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,491,142.9394816,T08:10:00+10:00,142.9394816
2024/9/12 20:31,502,142.9394816,T08:10:00+10:00,170.6051872
2024/9/12 20:31,503,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:31,502,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,501,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,496,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,493,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,534,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,544,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,533,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,538,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,534,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,529,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,502,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:32,494,170.6051872,T08:15:00+10:00,170.6051872
2024/9/12 20:33,495,170.6051872,T08:15:00+10:00,198.2708928
2024/9/12 20:33,481,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,487,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,497,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,548,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,536,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,540,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,542,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,534,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,512,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,509,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:33,508,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:34,509,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:34,507,198.2708928,T08:20:00+10:00,198.2708928
2024/9/12 20:34,501,198.2708928,T08:20:00+10:00,216.7146976
2024/9/12 20:34,514,198.2708928,T08:20:00+10:00,216.7146976
2024/9/12 20:34,525,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:34,526,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:34,538,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:34,522,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:34,519,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:34,509,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:34,509,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:35,510,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:35,505,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:35,511,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:35,470,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:35,458,216.7146976,T08:25:00+10:00,216.7146976
2024/9/12 20:35,454,216.7146976,T08:25:00+10:00,272.0461088
2024/9/12 20:35,459,216.7146976,T08:25:00+10:00,272.0461088
2024/9/12 20:35,450,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:35,453,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:35,672,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:35,681,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,674,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,684,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,685,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,685,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,659,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,656,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,668,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,718,272.0461088,T08:30:00+10:00,272.0461088
2024/9/12 20:36,675,272.0461088,T08:30:00+10:00,230.5475504
2024/9/12 20:36,669,272.0461088,T08:30:00+10:00,230.5475504
2024/9/12 20:36,667,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:36,668,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,669,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,670,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,668,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,685,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,673,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,667,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,670,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,665,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,674,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,623,230.5475504,T08:35:00+10:00,230.5475504
2024/9/12 20:37,621,230.5475504,T08:35:00+10:00,258.213256
2024/9/12 20:38,618,230.5475504,T08:35:00+10:00,258.213256
2024/9/12 20:38,624,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,606,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,615,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,637,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,653,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,639,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,599,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,593,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,553,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:38,608,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:39,587,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:39,588,258.213256,T08:40:00+10:00,258.213256
2024/9/12 20:39,552,258.213256,T08:40:00+10:00,345.8213264
2024/9/12 20:39,593,258.213256,T08:40:00+10:00,345.8213264
2024/9/12 20:39,591,258.213256,T08:40:00+10:00,345.8213264
2024/9/12 20:39,627,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:39,587,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:39,590,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:39,585,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:39,587,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:39,606,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:39,621,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:40,606,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:40,610,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:40,625,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:40,613,345.8213264,T08:45:00+10:00,345.8213264
2024/9/12 20:40,612,345.8213264,T08:45:00+10:00,382.7089344
2024/9/12 20:40,615,345.8213264,T08:45:00+10:00,382.7089344
2024/9/12 20:40,623,345.8213264,T08:45:00+10:00,382.7089344
2024/9/12 20:40,613,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:40,610,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:40,605,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:40,605,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,602,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,602,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,603,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,606,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,602,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,616,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,617,382.7089344,T08:50:00+10:00,382.7089344
2024/9/12 20:41,613,382.7089344,T08:50:00+10:00,424.2074928
2024/9/12 20:41,614,382.7089344,T08:50:00+10:00,424.2074928
2024/9/12 20:41,610,382.7089344,T08:50:00+10:00,424.2074928
2024/9/12 20:41,575,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:41,570,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,571,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,572,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,577,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,614,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,616,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,616,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,620,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,622,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,624,424.2074928,T08:55:00+10:00,424.2074928
2024/9/12 20:42,602,424.2074928,T08:55:00+10:00,497.9827088
2024/9/12 20:42,604,424.2074928,T08:55:00+10:00,497.9827088
2024/9/12 20:43,577,424.2074928,T08:55:00+10:00,497.9827088
2024/9/12 20:43,537,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,557,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,554,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,539,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,528,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,533,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,529,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,551,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,561,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:43,563,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:44,566,497.9827088,T09:00:00+10:00,497.9827088
2024/9/12 20:44,570,497.9827088,T09:00:00+10:00,590.2017296
2024/9/12 20:44,566,497.9827088,T09:00:00+10:00,590.2017296
2024/9/12 20:44,565,497.9827088,T09:00:00+10:00,590.2017296
2024/9/12 20:44,555,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:44,542,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:44,546,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:44,561,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:44,629,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:44,724,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:44,723,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:44,720,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:45,744,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:45,744,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:45,765,590.2017296,T09:05:00+10:00,590.2017296
2024/9/12 20:45,723,590.2017296,T09:05:00+10:00,677.8097984
2024/9/12 20:45,735,590.2017296,T09:05:00+10:00,677.8097984
2024/9/12 20:45,743,590.2017296,T09:05:00+10:00,677.8097984
2024/9/12 20:45,727,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:45,709,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:45,775,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:45,744,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:45,758,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:46,747,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:46,729,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:46,711,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:46,708,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:46,723,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:46,714,677.8097984,T09:10:00+10:00,677.8097984
2024/9/12 20:46,700,677.8097984,T09:10:00+10:00,751.5850144
2024/9/12 20:46,707,677.8097984,T09:10:00+10:00,751.5850144
2024/9/12 20:46,710,677.8097984,T09:10:00+10:00,751.5850144
2024/9/12 20:46,704,677.8097984,T09:10:00+10:00,751.5850144
2024/9/12 20:46,730,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,715,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,717,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,718,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,713,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,698,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,680,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,694,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,674,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,657,751.5850144,T09:15:00+10:00,751.5850144
2024/9/12 20:47,616,751.5850144,T09:15:00+10:00,857.636888
