T00:10:00+10:00,0
T00:20:00+10:00,0
T00:30:00+10:00,0
T00:40:00+10:00,0
T00:50:00+10:00,0
T01:00:00+10:00,0
T01:10:00+10:00,0
T01:20:00+10:00,0
T01:30:00+10:00,0
T01:40:00+10:00,0
T01:50:00+10:00,0
T02:00:00+10:00,0
T02:10:00+10:00,0
T02:20:00+10:00,0
T02:30:00+10:00,0
T02:40:00+10:00,0
T02:50:00+10:00,0
T03:00:00+10:00,0
T03:10:00+10:00,0
T03:20:00+10:00,0
T03:30:00+10:00,0
T03:40:00+10:00,0
T03:50:00+10:00,0
T04:00:00+10:00,0
T04:10:00+10:00,0
T04:20:00+10:00,0
T04:30:00+10:00,0
T04:40:00+10:00,0
T04:50:00+10:00,0
T05:00:00+10:00,0
T05:10:00+10:00,0
T05:20:00+10:00,0
T05:30:00+10:00,0
T05:40:00+10:00,0
T05:50:00+10:00,0
T06:00:00+10:00,0
T06:10:00+10:00,0
T06:20:00+10:00,0
T06:30:00+10:00,0
T06:40:00+10:00,0
T06:50:00+10:00,0
T07:00:00+10:00,0
T07:10:00+10:00,0
T07:20:00+10:00,0
T07:30:00+10:00,0
T07:40:00+10:00,0
T07:50:00+10:00,0
T08:00:00+10:00,0
T08:10:00+10:00,0.805211072
T08:20:00+10:00,27.83317411
T08:30:00+10:00,112.914258
T08:40:00+10:00,166.2371245
T08:50:00+10:00,166.2371245
T09:00:00+10:00,166.2371245
T09:10:00+10:00,166.2371245
T09:20:00+10:00,166.2371245
T09:30:00+10:00,166.2371245
T09:40:00+10:00,166.2371245
T09:50:00+10:00,166.2371245
T10:00:00+10:00,166.2371245
T10:10:00+10:00,166.2371245
T10:20:00+10:00,695.696594
T10:30:00+10:00,985.2464549
T10:40:00+10:00,845.1830193
T10:50:00+10:00,1432.69561
T11:00:00+10:00,1316.205522
T11:10:00+10:00,1133.390862
T11:20:00+10:00,904.5204377
T11:30:00+10:00,914.2233751
T11:40:00+10:00,1503.502235
T11:50:00+10:00,1156.023354
T12:00:00+10:00,1030.323845
T12:10:00+10:00,1030.323845
T12:20:00+10:00,1030.323845
T12:30:00+10:00,1030.323845
T12:40:00+10:00,1022.185152
T12:50:00+10:00,1010.07524
T13:00:00+10:00,2000
T13:10:00+10:00,1815.447931
T13:20:00+10:00,1549.814859
T13:30:00+10:00,1549.814859
T13:40:00+10:00,1549.814859
T13:50:00+10:00,1549.814859
T14:00:00+10:00,1549.814859
T14:10:00+10:00,1628.601443
T14:20:00+10:00,1750.069987
T14:30:00+10:00,1804.365456
T14:40:00+10:00,1804.365456
T14:50:00+10:00,1804.365456
T15:00:00+10:00,1433.546998
T15:10:00+10:00,914.7255502
T15:20:00+10:00,916.5957178
T15:30:00+10:00,723.8241463
T15:40:00+10:00,723.8241463
T15:50:00+10:00,723.8241463
T16:00:00+10:00,723.8241463
T16:10:00+10:00,723.8241463
T16:20:00+10:00,723.8241463
T16:30:00+10:00,723.8241463
T16:40:00+10:00,413.7399601
T16:50:00+10:00,206.064769
T17:00:00+10:00,206.064769
T17:10:00+10:00,206.064769
T17:20:00+10:00,143.2063562
T17:30:00+10:00,11.81842057
T17:40:00+10:00,0
T17:50:00+10:00,0
T18:00:00+10:00,0
T18:10:00+10:00,0
T18:20:00+10:00,0
T18:30:00+10:00,0
T18:40:00+10:00,0
T18:50:00+10:00,0
T19:00:00+10:00,0
T19:10:00+10:00,0
T19:20:00+10:00,0
T19:30:00+10:00,0
T19:40:00+10:00,0
T19:50:00+10:00,0
T20:00:00+10:00,0
T20:10:00+10:00,0
T20:20:00+10:00,0
T20:30:00+10:00,0
T20:40:00+10:00,0
T20:50:00+10:00,0
T21:00:00+10:00,0
T21:10:00+10:00,0
T21:20:00+10:00,0
T21:30:00+10:00,0
T21:40:00+10:00,0
T21:50:00+10:00,0
T22:00:00+10:00,0
T22:10:00+10:00,0
T22:20:00+10:00,0
T22:30:00+10:00,0
T22:40:00+10:00,0
T22:50:00+10:00,0
T23:00:00+10:00,0
T23:10:00+10:00,0
T23:20:00+10:00,0
T23:30:00+10:00,0
T23:40:00+10:00,0
T23:50:00+10:00,0
T00:00:00+10:00,0
T00:10:00+10:00,0
T00:20:00+10:00,0
T00:30:00+10:00,0
T00:40:00+10:00,0
T00:50:00+10:00,0
T01:00:00+10:00,0
T01:10:00+10:00,0
T01:20:00+10:00,0
T01:30:00+10:00,0
T01:40:00+10:00,0
T01:50:00+10:00,0
T02:00:00+10:00,0
T02:10:00+10:00,0
T02:20:00+10:00,0
T02:30:00+10:00,0
T02:40:00+10:00,0
T02:50:00+10:00,0
T03:00:00+10:00,0
T03:10:00+10:00,0
T03:20:00+10:00,0
T03:30:00+10:00,0
T03:40:00+10:00,0
T03:50:00+10:00,0
T04:00:00+10:00,0
T04:10:00+10:00,0
T04:20:00+10:00,0
T04:30:00+10:00,0
T04:40:00+10:00,0
T04:50:00+10:00,0
T05:00:00+10:00,0
T05:10:00+10:00,0
T05:20:00+10:00,0
T05:30:00+10:00,0
T05:40:00+10:00,0
T05:50:00+10:00,0
T06:00:00+10:00,0
T06:10:00+10:00,0
T06:20:00+10:00,0
T06:30:00+10:00,0
T06:40:00+10:00,0
T06:50:00+10:00,0
T07:00:00+10:00,0
T07:10:00+10:00,0
T07:20:00+10:00,0
T07:30:00+10:00,0
T07:40:00+10:00,0
T07:50:00+10:00,15.21820066
T08:00:00+10:00,48.11064002
T08:10:00+10:00,66.11388974
T08:20:00+10:00,70.99710529
T08:30:00+10:00,70.99710529
T08:40:00+10:00,70.99710529
T08:50:00+10:00,70.99710529
T09:00:00+10:00,70.99710529
T09:10:00+10:00,70.99710529
T09:20:00+10:00,201.2335025
T09:30:00+10:00,471.0571355
T09:40:00+10:00,477.9317331
T09:50:00+10:00,520.983108
T10:00:00+10:00,606.4740123
T10:10:00+10:00,713.6854133
T10:20:00+10:00,723.8241463
T10:30:00+10:00,723.8241463
T10:40:00+10:00,723.8241463
T10:50:00+10:00,816.4840273
T11:00:00+10:00,1033.833295
T11:10:00+10:00,1061.493306
T11:20:00+10:00,1061.493306
T11:30:00+10:00,1061.493306
T11:40:00+10:00,1202.40813
T11:50:00+10:00,1203.487516
T12:00:00+10:00,1203.487516
T12:10:00+10:00,1203.487516
T12:20:00+10:00,1203.487516
T12:30:00+10:00,1203.487516
T12:40:00+10:00,1203.487516
T12:50:00+10:00,1203.487516
T13:00:00+10:00,917.8367238
T13:10:00+10:00,867.5499937
T13:20:00+10:00,867.5499937
T13:30:00+10:00,867.5499937
T13:40:00+10:00,867.5499937
T13:50:00+10:00,867.5499937
T14:00:00+10:00,867.5499937
T14:10:00+10:00,867.5499937
T14:20:00+10:00,980.6893644
T14:30:00+10:00,995.2177967
T14:40:00+10:00,1034.139218
T14:50:00+10:00,1405.468509
T15:00:00+10:00,1072.217909
T15:10:00+10:00,1286.606079
T15:20:00+10:00,963.6154265
T15:30:00+10:00,497.7012522
T15:40:00+10:00,601.2213811
T15:50:00+10:00,480.5089856
T16:00:00+10:00,442.2196119
T16:10:00+10:00,672.6975725
T16:20:00+10:00,683.996502
T16:30:00+10:00,683.996502
T16:40:00+10:00,683.996502
T16:50:00+10:00,683.996502
T17:00:00+10:00,683.996502
T17:10:00+10:00,683.996502
T17:20:00+10:00,683.996502
T17:30:00+10:00,683.996502
T17:40:00+10:00,683.996502
T17:50:00+10:00,683.996502
T18:00:00+10:00,683.996502
T18:10:00+10:00,683.996502
T18:20:00+10:00,683.996502
T18:30:00+10:00,683.996502
T18:40:00+10:00,683.996502
T18:50:00+10:00,683.996502
T19:00:00+10:00,683.996502
T19:10:00+10:00,683.996502
T19:20:00+10:00,238.2587816
T19:30:00+10:00,0
T19:40:00+10:00,0
T19:50:00+10:00,0
